Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
7/1/2016,15 - 16,"49,73","65,42","65,42","65,42","65,42","99,97","23,60","65,42","65,42","23,60","23,60","65,42","65,42","65,42","99,97","99,97","99,97","99,97"
7/1/2016,16 - 17,"59,60","99,94","99,94","99,94","99,94","99,94","23,00","99,94","99,94","23,00","23,00","99,94","99,94","99,94","99,94","99,94","99,94","99,94"
7/1/2016,17 - 18,"58,09","97,59","97,59","97,59","97,59","97,59","24,82","97,59","97,59","24,82","24,82","97,59","97,59","97,59","97,59","97,59","97,59","97,59"
7/1/2016,18 - 19,"41,63","69,93","69,93","69,93","69,93","69,95","22,90","69,93","26,13","22,90","22,90","69,93","69,93","69,93","69,95","69,95","69,95","69,95"
7/1/2016,19 - 20,"34,45","37,19","37,19","37,19","37,19","58,06","21,71","37,19","37,19","21,71","21,71","37,19","37,19","37,19","58,06","58,06","58,06","58,06"
7/1/2016,20 - 21,"30,52","31,94","31,94","31,94","31,94","50,02","21,25","31,94","31,94","21,25","21,25","31,94","31,94","31,94","50,02","50,02","50,02","50,02"
7/1/2016,21 - 22,"27,17","25,87","25,87","25,87","25,87","38,96","21,47","25,87","25,87","21,47","21,47","25,87","25,87","25,87","38,96","44,53","44,53","38,96"
7/1/2016,22 - 23,"23,25","21,55","21,55","21,55","21,55","34,01","21,22","21,55","21,55","21,22","21,22","21,55","21,55","21,55","34,01","34,01","34,01","34,01"
7/1/2016,23 - 00,"20,84","20,26","20,26","20,26","20,26","30,08","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","30,08","30,08","30,08","30,08"
8/1/2016,00 - 01,"21,36","21,06","21,06","21,06","21,06","30,12","12,12","21,06","21,06","21,06","21,06","21,06","21,06","21,06","30,12","30,87","30,87","30,12"
8/1/2016,01 - 02,"20,71","20,16","20,16","20,16","20,16","28,56","17,23","20,16","20,16","20,16","20,16","20,16","20,16","20,16","28,56","34,55","34,55","28,56"
8/1/2016,02 - 03,"20,23","19,78","19,78","19,78","19,78","27,53","13,90","19,78","19,78","19,78","19,78","19,78","19,78","19,78","27,53","29,08","29,08","27,53"
8/1/2016,03 - 04,"20,17","19,86","19,86","19,86","19,86","27,94","12,11","19,86","19,86","19,38","19,86","19,86","19,86","19,86","27,94","29,09","29,09","27,94"
8/1/2016,04 - 05,"20,26","20,17","20,17","20,17","20,17","31,35","12,99","20,17","20,17","18,61","20,17","20,17","20,17","20,17","31,35","35,51","35,51","31,35"
8/1/2016,05 - 06,"21,65","20,73","20,73","20,73","20,73","49,12","16,98","20,73","20,73","20,54","20,73","20,73","20,73","20,73","49,12","49,12","49,12","49,12"
8/1/2016,06 - 07,"25,63","22,02","22,02","22,02","22,02","58,06","22,02","22,02","22,02","22,02","22,02","22,02","22,02","22,02","58,06","58,06","58,06","58,06"
8/1/2016,07 - 08,"35,55","29,91","29,91","29,91","29,91","100,01","27,99","29,91","29,91","24,42","24,42","29,91","29,91","29,91","100,01","100,01","100,01","100,01"
8/1/2016,08 - 09,"46,11","43,16","43,16","43,16","43,16","99,94","27,98","43,16","43,16","27,98","27,98","43,16","43,16","43,16","99,94","99,94","99,94","99,94"
8/1/2016,09 - 10,"37,84","43,71","43,71","43,71","43,71","76,04","26,60","43,71","31,00","26,60","26,60","43,71","43,71","43,71","76,04","76,04","76,04","76,04"
8/1/2016,10 - 11,"34,73","43,43","43,43","43,43","43,43","69,09","25,55","43,43","43,43","25,55","25,55","43,43","43,43","43,43","69,09","69,09","69,09","69,09"
8/1/2016,11 - 12,"34,43","36,95","36,95","36,95","36,95","50,42","25,76","36,95","36,95","25,76","25,76","36,95","36,95","36,95","50,42","58,05","58,05","50,42"
8/1/2016,12 - 13,"34,09","32,27","32,27","32,27","32,27","46,22","25,13","32,27","32,27","25,13","25,13","32,27","32,27","32,27","46,22","58,01","58,01","46,22"
8/1/2016,13 - 14,"31,70","26,78","26,78","26,78","26,78","39,29","25,58","26,78","26,78","25,58","25,58","26,78","26,78","26,78","39,29","58,08","58,08","39,29"
8/1/2016,14 - 15,"34,42","27,60","27,60","27,60","27,60","50,71","27,60","27,60","27,60","27,60","27,60","27,60","27,60","27,60","50,71","57,08","57,08","50,71"
8/1/2016,15 - 16,"43,80","32,08","32,08","32,08","32,08","77,48","30,81","32,08","32,08","30,81","30,81","32,08","32,08","32,08","77,48","100,04","100,04","77,48"
8/1/2016,16 - 17,"48,51","38,07","38,07","38,07","38,07","99,95","35,97","38,07","35,97","35,97","35,97","38,07","38,07","38,07","99,95","100,02","100,02","99,95"
8/1/2016,17 - 18,"48,94","46,16","46,16","46,16","46,16","69,09","43,56","46,16","43,56","43,56","43,56","46,16","46,16","46,16","69,09","69,09","69,09","69,09"
8/1/2016,18 - 19,"49,75","46,97","46,97","46,97","46,97","69,05","45,47","46,97","45,47","45,47","45,47","46,97","46,97","46,97","69,05","69,05","69,05","69,05"
8/1/2016,19 - 20,"42,84","40,09","40,09","40,09","40,09","43,59","38,81","40,09","38,81","38,81","38,81","40,09","40,09","40,09","43,59","50,09","50,09","43,59"
8/1/2016,20 - 21,"34,43","28,57","28,57","28,57","28,57","34,49","28,57","28,57","28,57","28,57","28,57","28,57","28,57","28,57","34,49","49,16","49,16","34,49"
8/1/2016,21 - 22,"28,78","25,09","25,09","25,09","25,09","34,49","25,09","25,09","25,09","25,09","25,09","25,09","25,09","25,09","34,49","48,06","48,06","34,49"
8/1/2016,22 - 23,"26,49","24,32","24,32","24,32","24,32","32,54","24,32","24,32","24,32","24,32","24,32","24,32","24,32","24,32","32,54","32,54","32,54","32,54"
8/1/2016,23 - 00,"23,70","22,66","22,66","22,66","22,66","29,96","22,66","22,66","22,66","22,66","22,66","22,66","22,66","22,66","29,96","30,07","30,07","29,96"
9/1/2016,00 - 01,"25,69","24,51","24,51","24,51","24,51","28,01","24,51","24,51","24,51","24,51","24,51","24,51","24,51","24,51","28,01","31,26","31,26","28,01"
9/1/2016,01 - 02,"23,95","23,44","23,44","23,44","23,44","25,64","23,44","23,44","23,44","23,44","23,44","23,44","23,44","23,44","25,64","30,10","30,10","25,64"
9/1/2016,02 - 03,"22,96","22,79","22,79","22,79","22,79","23,85","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","23,85","30,08","30,08","23,85"
9/1/2016,03 - 04,"22,77","22,49","22,49","22,49","22,49","25,70","22,49","22,49","22,49","22,49","22,49","22,49","22,49","22,49","25,70","30,35","30,35","25,70"
9/1/2016,04 - 05,"22,29","21,96","21,96","21,96","21,96","26,62","21,96","21,96","21,96","21,96","21,96","21,96","21,96","21,96","26,62","32,04","32,04","26,62"
9/1/2016,05 - 06,"22,64","22,25","22,25","22,25","22,25","27,69","22,25","22,25","22,25","22,25","22,25","22,25","22,25","22,25","27,69","37,13","37,13","27,69"
9/1/2016,06 - 07,"22,74","22,39","22,39","22,39","22,39","27,37","22,39","22,39","22,39","22,39","22,39","22,39","22,39","22,39","27,37","59,00","59,00","27,37"
9/1/2016,07 - 08,"24,02","22,97","22,97","22,97","22,97","29,36","22,97","22,97","22,97","22,97","22,97","22,97","22,97","21,71","29,36","59,05","59,05","29,36"
9/1/2016,08 - 09,"25,02","23,95","23,95","23,95","23,95","28,99","23,95","23,95","23,95","23,95","23,95","23,95","23,95","21,58","28,99","69,96","69,96","28,99"
9/1/2016,09 - 10,"26,51","24,70","24,70","24,70","24,70","30,45","24,70","24,70","24,70","24,70","24,70","24,70","24,70","24,39","30,45","100,16","100,16","30,45"
9/1/2016,10 - 11,"27,88","26,49","26,49","26,49","26,49","29,95","26,49","26,49","26,49","26,49","26,49","26,49","26,49","26,49","29,95","100,17","100,17","29,95"
9/1/2016,11 - 12,"28,60","26,93","26,93","26,93","26,93","30,07","26,93","26,93","26,93","26,93","26,93","26,93","26,93","26,93","30,07","100,17","100,17","30,07"
9/1/2016,12 - 13,"27,77","26,32","26,32","26,32","26,32","29,92","26,32","26,32","26,32","26,32","26,32","26,32","26,32","26,32","29,92","100,16","100,16","29,92"
9/1/2016,13 - 14,"26,98","25,32","25,32","25,32","25,32","30,88","25,32","25,32","25,32","25,32","25,32","25,32","25,32","25,32","30,88","100,15","100,15","30,88"
9/1/2016,14 - 15,"27,08","24,85","24,85","24,85","24,85","34,02","24,85","24,85","24,85","24,85","24,85","24,85","24,85","24,85","34,02","100,16","100,16","34,02"
9/1/2016,15 - 16,"29,52","26,13","26,13","26,13","26,13","49,31","26,13","26,13","26,13","26,13","26,13","26,13","26,13","26,13","49,31","200,04","200,04","49,31"
9/1/2016,16 - 17,"34,48","29,77","29,77","29,77","29,77","59,23","27,87","29,77","27,87","27,87","27,87","29,77","29,77","29,77","59,23","200,06","200,06","59,23"
9/1/2016,17 - 18,"45,40","36,10","36,10","36,10","36,10","57,92","29,09","36,10","29,09","29,09","29,09","36,10","36,10","36,10","57,92","100,18","100,18","57,92"
9/1/2016,18 - 19,"33,10","27,87","27,87","27,87","27,87","46,34","27,87","27,87","27,87","27,87","27,87","27,87","27,87","27,87","46,34","100,17","100,17","46,34"
9/1/2016,19 - 20,"27,49","24,63","24,63","24,63","24,63","38,30","24,63","24,63","24,63","24,63","24,63","24,63","24,63","24,63","38,30","100,14","100,14","38,30"
9/1/2016,20 - 21,"24,32","23,13","23,13","23,13","23,13","34,09","23,13","23,13","23,13","23,13","23,13","23,13","23,13","23,13","34,09","200,02","200,02","34,09"
9/1/2016,21 - 22,"23,47","22,57","22,57","22,57","22,57","40,62","22,57","22,57","22,57","22,57","22,57","22,57","22,57","22,57","40,62","57,08","57,08","40,62"
9/1/2016,22 - 23,"22,70","22,07","22,07","22,07","22,07","33,95","22,07","22,07","22,07","22,07","22,07","22,07","22,07","22,07","33,95","33,95","33,95","33,95"
9/1/2016,23 - 00,"21,91","21,26","21,26","21,26","21,26","28,62","21,26","21,26","21,26","21,26","21,26","21,26","21,26","21,26","28,62","31,89","31,89","28,62"
10/1/2016,00 - 01,"21,36","21,32","21,32","21,32","21,32","21,32","15,58","21,32","21,32","21,32","21,32","21,32","21,32","21,32","21,32","30,04","30,04","21,32"
10/1/2016,01 - 02,"20,06","19,93","19,93","19,93","19,93","19,93","19,05","19,93","19,93","19,93","19,93","19,93","19,93","19,93","19,93","28,99","28,99","19,93"
10/1/2016,02 - 03,"19,80","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","28,91","28,91","19,65"
10/1/2016,03 - 04,"19,62","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","19,43","28,76","28,76","19,43"
10/1/2016,04 - 05,"19,47","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","28,78","28,78","19,25"
10/1/2016,05 - 06,"19,62","19,39","19,39","19,39","19,39","20,43","19,39","19,39","19,39","19,39","19,39","19,39","19,39","19,39","20,43","29,81","29,81","20,43"
10/1/2016,06 - 07,"19,62","19,33","19,33","19,33","19,33","23,37","19,33","19,33","19,33","19,33","19,33","19,33","19,33","19,33","23,37","41,46","41,46","23,37"
10/1/2016,07 - 08,"19,86","19,57","19,57","19,57","19,57","27,00","19,57","19,57","19,57","19,57","19,57","19,57","19,57","19,57","27,00","41,44","41,44","27,00"
10/1/2016,08 - 09,"19,86","19,49","19,49","19,49","19,49","29,13","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","29,13","41,48","41,48","29,13"
10/1/2016,09 - 10,"20,61","20,15","20,15","20,15","20,15","32,93","20,15","20,15","20,15","20,15","20,15","20,15","20,15","20,15","32,93","41,48","41,48","32,93"
10/1/2016,10 - 11,"21,44","20,95","20,95","20,95","20,95","32,93","20,60","20,95","20,95","20,95","20,95","20,95","20,95","20,95","32,93","41,43","41,43","32,93"
10/1/2016,11 - 12,"22,07","21,59","21,59","21,59","21,59","32,96","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","32,96","41,43","41,43","32,96"
10/1/2016,12 - 13,"22,16","21,83","21,83","21,83","21,83","30,28","21,83","21,83","21,83","21,83","21,83","21,83","21,83","21,83","30,28","41,43","41,43","30,28"
10/1/2016,13 - 14,"21,85","21,33","21,33","21,33","21,33","31,44","21,33","21,33","21,33","21,33","21,33","21,33","21,33","21,33","31,44","41,42","41,42","31,44"
10/1/2016,14 - 15,"21,76","21,22","21,22","21,22","21,22","32,99","20,78","21,22","21,22","21,22","21,22","21,22","21,22","21,22","32,99","41,42","41,42","32,99"
10/1/2016,15 - 16,"22,56","21,98","21,98","21,98","21,98","36,93","21,45","21,98","21,98","21,98","21,98","21,98","21,98","21,98","36,93","41,46","41,46","36,93"
10/1/2016,16 - 17,"24,70","23,92","23,92","23,92","23,92","38,08","23,92","23,92","23,92","23,16","23,16","23,92","23,92","23,92","38,08","200,06","200,06","38,08"
10/1/2016,17 - 18,"27,88","25,76","25,76","25,76","25,76","41,66","25,96","25,96","25,76","25,76","25,76","25,76","25,76","25,76","41,66","60,06","60,06","41,66"
10/1/2016,18 - 19,"27,37","24,92","24,92","24,92","24,92","42,70","24,92","24,92","24,92","24,92","24,92","24,92","24,92","24,92","42,70","60,02","60,02","42,70"
10/1/2016,19 - 20,"25,90","24,34","24,34","24,34","24,34","34,27","24,34","24,34","24,34","24,34","24,34","24,34","24,34","24,34","34,27","56,07","56,07","34,27"
10/1/2016,20 - 21,"24,45","23,79","23,79","23,79","23,79","32,35","23,79","23,79","23,79","23,79","23,79","23,79","23,79","23,79","32,35","41,50","41,50","32,35"
10/1/2016,21 - 22,"23,82","23,04","23,04","23,04","23,04","33,00","23,04","23,04","23,04","23,04","23,04","23,04","23,04","23,04","33,00","34,51","34,51","33,00"
10/1/2016,22 - 23,"22,78","22,34","22,34","22,34","22,34","29,16","22,34","22,34","22,34","22,34","22,34","22,34","22,34","22,34","29,16","31,09","31,09","29,16"
10/1/2016,23 - 00,"21,88","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,26","21,69","30,03","30,03","21,69"
11/1/2016,00 - 01,"21,42","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","21,37","26,47","26,47","21,37"
11/1/2016,01 - 02,"20,09","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04","20,04"
11/1/2016,02 - 03,"19,82","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","26,36","26,36","19,78"
11/1/2016,03 - 04,"19,39","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36","19,36",
11/1/2016,04 - 05,"20,20","19,68","19,68","19,68","19,68","30,02","19,56","19,68","19,68","19,68","19,68","19,68","19,68","19,68","30,02","30,02","30,02",
11/1/2016,05 - 06,"22,41","21,56","21,56","21,56","21,56","39,92","21,67","21,56","21,56","21,56","21,56","21,56","21,56","21,20","39,92","39,92","39,92",
11/1/2016,06 - 07,"27,33","24,24","24,24","24,24","24,24","57,59","24,24","24,24","24,24","24,24","24,24","24,24","24,24","23,65","57,59","200,04","200,04",
11/1/2016,07 - 08,"45,46","28,79","28,79","40,28","40,62","67,85","40,28","40,62","40,28","40,28","40,28","28,79","28,79","28,79","67,85","200,05","200,05",
11/1/2016,08 - 09,"46,37","28,52","28,52","45,93","45,93","60,04","45,93","45,93","45,93","45,93","45,93","28,52","28,52","28,52","60,04","60,04","60,04",
11/1/2016,09 - 10,"44,74","27,64","27,64","44,00","44,00","55,63","44,00","44,00","44,00","44,00","44,00","27,64","27,64","27,64","55,63","200,01","200,01",
11/1/2016,10 - 11,"39,18","27,34","27,34","41,94","41,94","41,94","41,94","41,94","41,94","41,94","41,94","27,34","27,34","27,34","41,94","48,28","48,28",
11/1/2016,11 - 12,"39,87","27,17","27,17","40,62","40,96","40,62","40,62","40,96","40,62","40,62","40,62","27,17","27,17","27,17","40,62","50,07","50,07",
11/1/2016,12 - 13,"44,08","27,59","27,59","41,31","41,31","48,57","41,31","41,31","41,31","41,31","41,31","27,59","27,59","27,59","48,57","50,87","50,87",
11/1/2016,13 - 14,"44,67","28,14","28,14","41,09","41,09","48,93","41,09","41,09","41,09","41,09","41,09","28,14","28,14","28,14","48,93","58,06","58,06",
11/1/2016,14 - 15,"43,38","28,20","28,20","38,60","38,92","55,09","38,60","38,92","38,60","38,60","38,60","28,20","28,20","28,20","55,09","59,03","59,03",
11/1/2016,15 - 16,"44,54","28,48","28,48","37,50","37,50","70,04","37,50","37,50","37,50","37,50","37,50","28,48","28,48","28,48","70,04","200,01","200,01",
11/1/2016,16 - 17,"44,43","26,64","26,64","37,95","37,95","63,93","37,95","37,95","37,95","37,95","37,95","26,64","26,64","26,64","63,93","200,02","200,02",
11/1/2016,17 - 18,"41,60","25,84","25,84","44,69","44,69","52,22","44,69","44,69","44,69","44,69","44,69","25,84","25,84","25,84","52,22","200,04","200,04",
11/1/2016,18 - 19,"38,87","25,08","25,08","42,88","42,88","52,61","42,88","42,88","42,88","42,88","42,88","25,08","25,08","25,08","52,61","200,00","200,00",
11/1/2016,19 - 20,"34,29","24,47","24,47","38,72","39,04","38,72","38,72","39,04","38,72","38,72","38,72","24,47","24,47","24,47","34,85","58,01","58,01",
11/1/2016,20 - 21,"28,08","23,91","23,91","27,87","32,30","30,13","27,87","32,30","27,87","27,87","27,87","23,91","23,91","23,91","34,00","48,02","48,02","30,13"
11/1/2016,21 - 22,"25,79","23,97","23,97","25,45","25,45","30,11","25,45","25,45","25,45","25,45","25,45","23,97","23,97","23,97","30,11","41,45","41,45","30,11"
11/1/2016,22 - 23,"23,37","23,05","23,05","23,05","23,05","24,95","23,05","23,05","23,05","23,05","23,05","23,05","23,05","23,05","24,95","32,06","32,06","24,95"
11/1/2016,23 - 00,"21,79","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,68","21,38","21,68","30,06","30,06","21,68"
12/1/2016,00 - 01,"21,20","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","28,55","28,55","21,11"
12/1/2016,01 - 02,"19,90","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","28,52","28,52","19,81"
12/1/2016,02 - 03,"19,19","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","28,51","28,51","19,10"
12/1/2016,03 - 04,"18,48","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","18,41","28,52","28,52",
12/1/2016,04 - 05,"19,20","19,00","19,00","19,00","19,00","25,90","19,00","19,00","19,00","19,00","19,00","19,00","19,00","19,00","25,90","30,10","30,10",
12/1/2016,05 - 06,"21,66","20,91","20,91","20,91","20,91","30,96","20,19","20,91","20,91","20,91","20,91","20,91","20,91","20,91","30,96","34,76","34,76",
12/1/2016,06 - 07,"24,19","22,93","22,93","22,93","22,93","34,06","23,66","23,66","22,93","22,93","22,93","22,93","22,93","22,93","34,06","99,93","99,93",
12/1/2016,07 - 08,"35,34","25,69","25,69","34,77","35,06","35,39","34,77","35,06","34,77","34,77","34,77","25,69","25,69","25,69","35,39","120,05","120,05",
12/1/2016,08 - 09,"40,29","29,30","29,30","39,53","39,53","39,53","39,53","39,53","39,53","39,53","39,53","29,30","29,30","29,30","39,53","120,02","120,02",
12/1/2016,09 - 10,"41,17","28,02","28,02","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","28,02","28,02","28,02","41,00","69,09","69,09",
12/1/2016,10 - 11,"39,35","28,30","28,30","38,66","38,66","38,66","38,66","38,66","38,66","38,66","38,66","28,30","28,30","28,30","38,66","56,10","56,10",
12/1/2016,11 - 12,"38,84","27,61","27,61","36,46","36,46","36,46","36,46","36,46","36,46","36,46","36,46","27,61","27,61","27,61","36,46","50,08","50,08",
12/1/2016,12 - 13,"38,58","27,58","27,58","35,00","35,00","39,75","35,00","35,00","35,00","35,00","35,00","27,58","27,58","27,58","39,75","50,09","50,09",
