TIMESTAMP,POWER,U10,V10,U100,V100
20160528 21:00,0.175384181824874,-4.77188,0.249961,-7.76435,1.10164
20160528 22:00,0.191758467494858,-4.74301,0.0202837,-7.87101,0.661695
20160528 23:00,0.252862100168496,-4.26908,-1.1129,-7.34438,-0.95629
20160529 00:00,0.281567605566662,-4.01013,-1.67327,-7.14546,-1.94915
20160529 01:00,0.323591826657725,-3.9446,-0.957064,-7.04701,-0.917821
20160529 02:00,0.37667299745976,-3.94674,-1.39265,-7.16564,-1.60695
20160529 03:00,0.318534293030954,-3.971,-1.53234,-7.12171,-1.77658
20160529 04:00,0.298049744988897,-3.82599,-1.77335,-6.86592,-2.17165
20160529 05:00,0.15104630871311,-3.86014,-1.72883,-6.59291,-2.02323
20160529 06:00,0.15348873022055,-3.48538,-1.82384,-5.64624,-1.94917
20160529 07:00,0.315387046628649,-2.90736,-2.26205,-4.74345,-2.38051
20160529 08:00,0.391597746307213,-3.46924,-2.72972,-5.52051,-2.7781
20160529 09:00,0.520180955857685,-3.15487,-2.96404,-5.21675,-2.9055
20160529 10:00,0.42624175279631,-2.32354,-3.56071,-4.46622,-3.47322
20160529 11:00,0.443597511284814,-1.57629,-4.15039,-3.82709,-4.17785
20160529 12:00,0.358964112493318,-2.39495,-4.98836,-4.818,-5.30387
20160529 13:00,0.38961875621561,-2.90724,-4.72641,-5.24995,-5.13683
20160529 14:00,0.45776455366681,-3.10701,-4.76016,-5.47597,-5.28632
20160529 15:00,0.411451516842381,-3.72541,-5.46327,-6.22051,-6.61147
20160529 16:00,0.385354561361891,-3.38821,-5.45837,-6.05359,-6.50972
20160529 17:00,0.340631711052145,-4.47463,-4.2535,-7.04192,-5.4153
20160529 18:00,0.137536080438555,-4.40487,-3.76618,-6.75826,-5.04106
20160529 19:00,0.245312521993401,-3.573,-5.33536,-5.94239,-7.32063
20160529 20:00,0.308307215445895,-3.30155,-5.36387,-6.05676,-7.5212
20160529 21:00,0.386222757382735,-3.28,-6.27944,-6.09479,-8.77057
20160529 22:00,0.558488150114148,-3.3477,-6.9438,-6.1379,-9.99466
20160529 23:00,0.515361809489925,-3.63702,-6.69237,-6.65463,-9.43244
20160530 00:00,0.345782116177095,-4.72934,-5.81071,-8.25691,-7.80074
20160530 01:00,0.3105275858642,-4.86714,-3.732,-8.31489,-4.34041
20160530 02:00,0.301079501392752,-6.05814,-2.75658,-9.78085,-3.40085
20160530 03:00,0.429096420525039,-6.52655,-3.02113,-10.4184,-3.75218
20160530 04:00,0.557385854593516,-5.69318,-2.72925,-9.2365,-3.39088
20160530 05:00,0.651466159987085,-5.39491,-2.15786,-8.71074,-2.51581
20160530 06:00,0.647620158284401,-5.4368,-1.75045,-8.44663,-1.74335
20160530 07:00,0.778876605715793,-5.14367,-1.93468,-7.78258,-1.94854
20160530 08:00,0.682913298634009,-5.15065,-1.86977,-7.4974,-1.94564
20160530 09:00,0.732097505590592,-5.36721,-2.07766,-7.64966,-2.12372
20160530 10:00,0.7040907588718,-5.96669,-1.39634,-8.3669,-1.50331
20160530 11:00,0.733935770791245,-5.48708,-0.880301,-7.58817,-0.970806
20160530 12:00,0.800002480067458,-5.80347,-1.48323,-7.90118,-1.57292
20160530 13:00,0.772774290036415,-5.96848,-1.90296,-8.34621,-1.92673
20160530 14:00,0.826134617346697,-6.78508,-1.68852,-9.50698,-1.72074
20160530 15:00,0.802836907122509,-7.6454,-1.06243,-10.6554,-1.08738
20160530 16:00,0.757030607832179,-7.34706,-1.02422,-10.6153,-0.964302
20160530 17:00,0.706285311579833,-7.1626,-1.41148,-10.6697,-1.4203
20160530 18:00,0.77301829856766,-7.62899,-1.3597,-11.5181,-1.32957
20160530 19:00,0.69741793337219,-7.4302,-1.27705,-11.4139,-1.28067
20160530 20:00,0.604009391377923,-7.44386,-1.67459,-11.585,-1.77436
20160530 21:00,0.605950155346772,-7.57962,-1.31839,-11.8377,-1.29565
20160530 22:00,0.395774318437242,-7.68319,-1.24556,-12.0231,-1.27005
20160530 23:00,0.281039075569938,-7.55104,-0.257972,-11.7451,0.0960846
20160531 00:00,0.475416236270273,-7.05763,-0.733925,-11.0625,-0.426254
20160531 01:00,0.546476365308118,-5.59661,-1.90001,-9.18271,-2.09312
20160531 02:00,0.410312113330212,-5.74546,-3.16391,-9.45489,-3.76962
20160531 03:00,0.384192735897579,-6.04941,-3.0097,-9.82047,-3.83745
20160531 04:00,0.43944268029093,-6.09204,-2.36188,-9.71726,-2.99162
20160531 05:00,0.495342970996363,-6.00401,-2.18514,-9.35409,-2.69754
20160531 06:00,0.589111349633467,-5.07359,-2.19942,-8.27205,-2.72594
20160531 07:00,0.543305061109182,-4.83942,-2.1202,-7.44146,-2.486
20160531 08:00,0.477385961677457,-5.24952,-1.93845,-7.66344,-2.2322
20160531 09:00,0.530581069771302,-5.90562,-1.53246,-8.30643,-1.66872
20160531 10:00,0.650011817352626,-5.76992,-0.0318556,-7.90921,-0.118741
20160531 11:00,0.691733365040984,-5.72486,0.382776,-7.92704,0.18603
20160531 12:00,0.541179704691047,-5.7061,0.883762,-7.92047,1.09149
20160531 13:00,0.52395925526261,-5.72595,-1.39503,-7.73817,-1.26894
20160531 14:00,0.561373625287555,-5.40243,-0.867357,-7.47358,-0.802261
20160531 15:00,0.653941118668637,-5.14222,-0.277437,-6.97746,-0.079504
20160531 16:00,0.541777083847187,-5.3739,-0.268545,-7.18539,-0.123694
20160531 17:00,0.444298552289218,-6.38223,-0.33549,-8.83746,-0.463181
20160531 18:00,0.330329556706094,-5.76879,-2.0876,-8.9937,-2.83683
20160531 19:00,0.300438613676218,-4.88087,-2.06039,-7.97853,-2.46993
20160531 20:00,0.179377504092511,-4.6223,-2.84542,-7.82501,-3.72163
20160531 21:00,0.129393214766738,-4.84242,-2.9775,-8.28658,-3.60056
20160531 22:00,0.174301302711148,-4.73102,-2.46055,-8.15631,-3.04383
20160531 23:00,0.18156793941704,-4.55621,-2.53407,-7.95759,-3.03464
20160601 00:00,0.190398635298541,-4.20482,-2.7083,-7.60338,-3.3017
20160601 01:00,0.145058328955092,-3.32655,-4.14359,-6.53913,-5.20355
20160601 02:00,0.13158726133645,-3.25989,-3.68166,-6.40023,-4.69193
20160601 03:00,0.211731804635345,-3.3756,-3.4838,-6.51175,-4.51129
20160601 04:00,0.219685128265777,-3.55967,-3.23596,-6.70674,-4.17597
20160601 05:00,0.145473903161934,-3.35273,-3.29877,-6.30804,-4.21585
20160601 06:00,0.208287676865674,-3.25477,-3.29175,-5.65034,-3.94803
20160601 07:00,0.156665225523157,-2.58034,-3.54246,-4.53176,-3.89641
20160601 08:00,0.237488200460196,-1.63773,-4.20875,-3.44529,-4.50042
20160601 09:00,0.34757614625694,-0.553425,-5.08171,-2.492,-5.55408
20160601 10:00,0.271474255148474,-0.148561,-5.72156,-2.26985,-6.69004
20160601 11:00,0.473690141300199,-0.20861,-5.79619,-2.51594,-6.8567
20160601 12:00,0.439402706157139,-0.171662,-5.9663,-2.59406,-7.00957
20160601 13:00,0.567557651569856,0.0625029,-6.04685,-2.34319,-7.13928
20160601 14:00,0.571564392395585,-0.0357943,-6.00551,-2.42942,-7.19582
20160601 15:00,0.60523589488937,-0.380695,-5.62624,-2.78259,-6.54306
20160601 16:00,0.526122849224414,-0.117189,-5.3009,-2.61265,-5.56089
20160601 17:00,0.576534862394773,0.148525,-5.7089,-2.69659,-6.78294
20160601 18:00,0.61098096593945,-0.627973,-5.06562,-3.17412,-6.15281
20160601 19:00,0.504653858716041,-0.205428,-5.5977,-3.30047,-6.7221
20160601 20:00,0.536279961177805,-0.709873,-5.24039,-3.8976,-6.1617
20160601 21:00,0.514183685180773,-1.3489,-4.86455,-4.26117,-6.11803
20160601 22:00,0.486406207531519,-1.97532,-4.36316,-4.68409,-5.85524
20160601 23:00,0.431907375065452,-2.52102,-3.76297,-5.28008,-5.26845
20160602 00:00,0.360799680832195,-2.58359,-3.45057,-5.42042,-4.5677
20160602 01:00,0.455392069296779,-1.96838,-4.63562,-5.05605,-5.79164
20160602 02:00,0.522617109465054,-0.73047,-5.3004,-3.37281,-6.35633
20160602 03:00,0.541659473489745,-1.08359,-5.40579,-3.46993,-6.8658
20160602 04:00,0.546097097980532,-1.0682,-5.05801,-3.42752,-6.49781
20160602 05:00,0.491711797810608,-0.739365,-4.91543,-2.98726,-6.01795
20160602 06:00,0.538910990947635,-0.643508,-4.71675,-2.68323,-5.18399
20160602 07:00,0.540020305917157,-0.0389843,-4.99507,-2.05709,-5.12013
20160602 08:00,0.599484258535716,-0.00966549,-5.25295,-2.05606,-5.59706
20160602 09:00,0.439967918998534,-0.356644,-5.21132,-2.68083,-5.71282
20160602 10:00,0.599468845019349,-1.30898,-4.75574,-3.99829,-4.83645
20160602 11:00,0.598082094806648,-1.51431,-3.69632,-3.84516,-3.48546
20160602 12:00,0.474118172006423,-1.74962,-3.42676,-3.88334,-3.25468
20160602 13:00,0.477240245032183,-2.0741,-3.23976,-4.08905,-2.87913
20160602 14:00,0.557898962786409,-2.70227,-3.58603,-5.01262,-3.32464
20160602 15:00,0.625302297026042,-3.95976,-4.13886,-6.50886,-3.82835
20160602 16:00,0.50655755223962,-4.82195,-3.71224,-7.52742,-3.67034
20160602 17:00,0.52889350333241,-4.91198,-2.4002,-7.58363,-2.6354
20160602 18:00,0.102178643355614,-5.08403,-2.7995,-8.01495,-3.45424
20160602 19:00,0.357404759710601,-4.99535,-1.28302,-7.91105,-1.26761
20160602 20:00,0.17609255899806,-5.00242,-0.906521,-7.99125,-0.796279
20160602 21:00,0.347233386649029,-4.88853,-1.08279,-7.95624,-0.74244
20160602 22:00,0.197534748618908,-5.09432,-0.662301,-8.28538,-0.0846568
20160602 23:00,0.193926191881984,-5.01285,-0.625292,-8.19916,-0.0662289
20160603 00:00,0.242870880337207,-4.85455,-0.909459,-8.08172,-0.47686
20160603 01:00,0.318578162048969,-4.53795,-0.606984,-7.49826,-0.0490313
20160603 02:00,0.321165005275317,-4.51835,-1.08289,-7.61125,-0.705234
20160603 03:00,0.393106973426979,-4.73065,-1.04532,-7.96218,-0.788254
20160603 04:00,0.406020379695012,-4.86177,-1.30854,-8.09218,-1.11019
20160603 05:00,0.352697225260984,-5.02302,-0.927588,-8.22969,-0.773643
20160603 06:00,0.306816197678758,-4.80415,-0.757116,-7.23001,-0.5912
20160603 07:00,0.209886367733111,-4.54876,-0.638871,-6.55167,-0.459802
20160603 08:00,0.27871115325862,-4.43612,-0.625402,-6.18472,-0.521443
20160603 09:00,0.44232323588145,-4.35495,-0.768725,-6.00029,-0.730997
20160603 10:00,0.433617829607977,-4.75567,-0.713079,-6.36768,-0.736156
20160603 11:00,0.332618800135662,-4.14231,-0.326598,-5.72152,-0.315516
20160603 12:00,0.171799850222582,-3.43628,-0.422344,-4.91791,-0.36945
20160603 13:00,0.072166549239548,-2.12515,-0.471423,-3.60718,-0.0427303
20160603 14:00,0.160640272648065,-0.881488,-0.654436,-2.22138,0.309122
20160603 15:00,0.139846363704484,-0.402256,-1.93821,-1.52681,-0.787561
20160603 16:00,0.0514819725463823,-0.596771,-3.4746,-1.70021,-2.76666
20160603 17:00,0.0431099496175535,-1.81185,-3.36178,-3.13107,-3.3058
20160603 18:00,0.0478492434697479,-1.76849,-2.8243,-2.83451,-3.03817
20160603 19:00,0.0620158722819954,-0.938987,-2.43837,-2.21215,-3.24172
20160603 20:00,0.0254367109836346,-0.423033,-2.87799,-1.9359,-3.16502
20160603 21:00,0.00430378869644588,0.130633,-3.36233,-0.752059,-4.00674
20160603 22:00,0.0171444597705847,-0.392405,-3.33457,-1.33411,-4.45382
20160603 23:00,0.138817176183738,-1.69252,-2.61569,-3.12451,-3.60609
20160604 00:00,0.114646682550268,-1.85352,-1.74507,-3.00123,-2.13888
20160604 01:00,0.103673478000891,-0.173272,0.440765,-0.105676,0.834084
20160604 02:00,0.021931427684131,-0.278454,-0.144396,-0.0593948,0.36162
20160604 03:00,0.00335523377754637,-0.338101,-0.151085,-0.0340834,0.234832
20160604 04:00,0.00370890346902336,-0.504792,0.319154,-0.00200176,0.550804
20160604 05:00,0.0135157371338448,-0.144163,0.664278,0.222754,0.973327
20160604 06:00,0.00208808832141752,0.727998,-0.378838,0.903246,0.370338
20160604 07:00,0.0157025293143505,1.07457,-1.39819,0.85761,-1.17759
20160604 08:00,0.0140375287501189,1.46531,-1.93808,0.471166,-1.64013
20160604 09:00,0.052994402834887,1.8253,-3.18697,0.82917,-3.02275
20160604 10:00,0.174978113296261,1.85509,-3.79772,0.965872,-4.36231
20160604 11:00,0.316021575530139,1.94722,-4.00982,0.990709,-4.95777
20160604 12:00,0.257805725120171,2.53889,-3.52381,1.72891,-4.43789
20160604 13:00,0.211750527087111,2.8594,-3.6996,2.42728,-4.54279
20160604 14:00,0.271646677901819,2.75069,-3.703,2.50405,-4.64904
20160604 15:00,0.286419276151472,2.65383,-3.85467,2.65238,-5.36092
20160604 16:00,0.388832659841042,2.21558,-3.86425,2.37406,-5.70067
20160604 17:00,0.386196567992924,1.8724,-3.5813,1.73631,-5.45818
20160604 18:00,0.344603910757941,2.25489,-3.40003,1.96533,-5.28433
20160604 19:00,0.378352248332036,2.02251,-3.21841,2.04694,-5.21049
20160604 20:00,0.407283543201404,1.98816,-3.12089,2.19843,-5.13305
20160604 21:00,0.341986886210227,2.02451,-3.27854,2.20745,-5.23506
20160604 22:00,0.227509334283889,1.77093,-3.13522,1.76272,-4.90808
20160604 23:00,0.226581896036099,1.4877,-2.82708,1.53142,-4.46745
20160605 00:00,0.267925339456824,1.55735,-2.58233,1.7108,-4.18789
20160605 01:00,0.218550215264073,1.85712,-3.09409,1.79957,-4.89851
20160605 02:00,0.0678829196165086,1.67964,-3.10754,1.28696,-4.47582
20160605 03:00,0.120294885829009,1.40176,-3.17032,1.05555,-4.42419
20160605 04:00,0.120828290685394,1.07898,-3.05232,0.698927,-4.26198
20160605 05:00,0.0564619251746219,0.603128,-2.41116,0.202935,-3.42941
20160605 06:00,0.0707485127727579,0.479642,-1.69819,-0.110527,-2.09011
20160605 07:00,0.0444987206089781,0.516806,-1.26993,-0.208629,-1.15534
20160605 08:00,0.0290892858365687,1.22989,-1.53634,0.169898,-1.18218
20160605 09:00,0.0189794763705905,1.71019,-2.41534,0.33145,-2.04157
20160605 10:00,0.121919693079047,2.05269,-2.65057,0.3691,-2.34498
20160605 11:00,0.247657949662994,2.9057,-2.74763,1.22193,-2.748
20160605 12:00,0.303178214524898,3.38604,-3.1128,2.13377,-3.69177
20160605 13:00,0.333660051964955,3.46226,-3.48124,2.40921,-4.43636
20160605 14:00,0.417661922224084,3.17218,-3.84432,2.36346,-5.2481
20160605 15:00,0.347746879321863,3.10111,-3.92314,2.25817,-5.60841
20160605 16:00,0.365053964131777,2.49865,-3.86579,1.447,-5.62397
20160605 17:00,0.309490517939969,2.10267,-3.67651,0.814553,-5.21296
20160605 18:00,0.132432905714699,1.73762,-3.66149,-0.227146,-5.2258
20160605 19:00,0.238371612036971,1.55504,-2.89193,-1.39482,-2.35736
20160605 20:00,0.234710640185127,0.649056,-2.07503,-1.87344,-0.304764
20160605 21:00,0.177178675738489,-0.719514,-0.846016,-3.1732,1.11842
20160605 22:00,0.0819830080845243,-2.54167,1.04851,-4.79769,2.44603
20160605 23:00,0.0449585900929428,-3.14972,1.51234,-5.03081,2.90927
20160606 00:00,0.015946803071887,-3.13756,1.20081,-4.60361,3.18426
20160606 01:00,0.0351861453972803,-1.90384,0.637168,-3.13618,2.82657
20160606 02:00,0.0229870575235761,-2.48562,1.60155,-3.57969,3.85265
20160606 03:00,0.00352157504882604,-2.99318,2.10316,-4.21261,4.17932
20160606 04:00,0.00303009008974682,-3.11427,2.48558,-4.5027,4.43473
20160606 05:00,0.00972411786818631,-3.57406,2.68149,-5.00634,4.31809
20160606 06:00,0.0251240459661099,-3.8814,3.58461,-5.14206,4.94009
20160606 07:00,0.0638591602639756,-3.24256,4.24627,-4.38559,5.6926
20160606 08:00,0.0603892209781324,-2.12773,4.65867,-3.06139,6.1867
20160606 09:00,0.0764636101352985,-1.32786,4.88729,-2.12023,6.34199
20160606 10:00,0.0882336196830439,-0.236896,4.82199,-0.893528,6.28536
20160606 11:00,0.160563088136292,1.24766,4.21219,0.856649,5.86118
20160606 12:00,0.140000920266829,2.34949,3.37269,2.07131,5.06644
20160606 13:00,0.149717830463331,2.95736,2.2885,2.71246,3.92945
20160606 14:00,0.16003134563412,3.09243,1.19465,2.83243,2.72507
20160606 15:00,0.152281468857868,2.7476,-0.123512,2.58765,1.27833
20160606 16:00,0.186358875923926,2.48581,-0.974963,2.28084,0.324397
20160606 17:00,0.058594270600055,1.87292,-1.82315,1.66806,-0.67347
20160606 18:00,0.127545913632701,1.52278,-1.73261,1.16147,-0.507042
20160606 19:00,0.0764117322255373,1.33962,-1.49,0.96176,-0.102901
20160606 20:00,0.0268720563523051,0.741126,-1.05501,0.169646,0.651175
20160606 21:00,0.010939146254909,0.439815,-0.840609,-0.667397,1.34233
20160606 22:00,0.00831785880001446,0.0774784,-0.0575991,-1.22981,2.13725
20160606 23:00,0.00733352983867915,-0.156065,0.479959,-1.56038,2.99678
20160607 00:00,0.0428624393138804,-0.167297,0.581712,-1.33378,3.14027
20160607 01:00,0.0127675361739196,-1.51,2.54895,-2.1549,4.88599
20160607 02:00,0.0107251290057599,-1.34394,2.42025,-1.87411,4.69225
20160607 03:00,0.0214700622062455,-1.2102,2.36815,-1.7606,4.6272
20160607 04:00,0.0404727773339611,-0.899228,2.36723,-1.45583,4.51023
20160607 05:00,0.0228195846906282,-0.501274,2.39484,-1.1056,4.08116
20160607 06:00,0.0119269468964216,0.313648,2.48908,-0.207891,3.97802
20160607 07:00,0.045626438720153,1.83396,1.41195,1.43031,2.60027
20160607 08:00,0.123294497860693,3.32666,-0.573689,3.20408,-0.00761509
20160607 09:00,0.170841914790583,3.81948,-1.61018,4.0211,-1.47897
20160607 10:00,0.200467878143117,4.00045,-1.71483,4.29981,-1.6954
20160607 11:00,0.259960710413047,4.13237,-1.80656,4.42445,-1.80873
20160607 12:00,0.389090633618428,4.22975,-1.79079,4.54883,-1.83415
20160607 13:00,0.395498067911225,4.23503,-1.85974,4.57163,-1.97114
20160607 14:00,0.409647393260215,4.41883,-1.93429,4.79956,-2.08179
20160607 15:00,0.389994169470733,4.68648,-2.33089,5.14038,-2.57352
20160607 16:00,0.404843766387832,4.58948,-2.97758,5.06499,-3.33447
20160607 17:00,0.42833618822007,4.23383,-3.28214,4.71169,-3.73468
20160607 18:00,0.364830762872612,4.04196,-3.55366,4.52574,-4.01269
20160607 19:00,0.395661986336156,4.27017,-3.41793,4.81578,-3.89075
20160607 20:00,0.419747160026777,4.46887,-2.85603,5.07924,-3.28579
20160607 21:00,0.480645638924443,4.70439,-2.50785,5.35214,-2.88177
20160607 22:00,0.552468431096985,5.35447,-2.70128,6.14871,-3.10543
20160607 23:00,0.598925845573044,5.99333,-3.23073,6.9421,-3.77339
20160608 00:00,0.652013035438773,6.14612,-3.97182,7.16665,-4.68696
20160608 01:00,0.752973344382802,5.87786,-4.49132,6.86625,-5.3074
20160608 02:00,0.783401165368129,5.67892,-5.02885,6.6681,-6.02154
20160608 03:00,0.926618708347666,5.74961,-5.3937,6.87487,-6.62437
20160608 04:00,0.8152324791673,5.63428,-6.52354,6.89174,-7.97254
20160608 05:00,0.756595167922901,5.26565,-6.01322,6.21882,-7.42744
20160608 06:00,0.833600257795817,5.93001,-6.86429,7.22081,-8.48295
20160608 07:00,0.839433152470109,6.79048,-6.72192,8.22825,-8.22511
20160608 08:00,0.833704514573636,6.99852,-6.02374,8.30262,-7.38397
20160608 09:00,0.852734834407078,6.7574,-6.46214,7.93328,-7.93388
20160608 10:00,0.797084380813609,6.55493,-7.11604,7.72227,-8.7794
20160608 11:00,0.826434657397398,6.1924,-7.57031,7.29135,-9.29866
20160608 12:00,0.876383350377217,6.47696,-7.46705,7.62803,-9.17389
20160608 13:00,0.902444261427318,6.16256,-7.43973,7.21547,-9.12404
20160608 14:00,0.852745108631434,6.49914,-7.29178,7.65594,-9.00474
20160608 15:00,0.866917770918107,7.08163,-6.94722,8.42638,-8.68131
20160608 16:00,0.853428580181021,6.36014,-7.61423,7.67648,-9.66749
20160608 17:00,0.857030842894488,6.05902,-7.47144,7.47979,-10.0984
20160608 18:00,0.836187290585201,4.83116,-9.13682,5.9906,-12.6397
20160608 19:00,0.774672516010728,3.05587,-8.75571,3.74051,-12.5322
20160608 20:00,0.722355190591652,2.50534,-8.13692,2.90604,-11.5714
20160608 21:00,0.665178873828418,1.65072,-7.66865,1.69584,-10.8254
20160608 22:00,0.55814464011026,1.2261,-7.12506,1.10141,-9.81451
20160608 23:00,0.25967972705437,1.11209,-6.66121,1.04689,-9.19463
20160609 00:00,0.195503058639302,0.559457,-6.36977,0.447424,-8.45172
20160609 01:00,0.193076269112891,-1.49942,-3.45856,-2.04432,-4.48917
20160609 02:00,0.114840217415653,-1.53446,-2.80302,-1.94957,-3.43646
20160609 03:00,0.0182276045055023,-1.50152,-2.34073,-1.52742,-2.74212
20160609 04:00,0.0197911687745545,-1.47066,-1.41371,-1.1165,-1.89535
20160609 05:00,0.0526867231035344,-0.638024,-0.951244,-0.045826,-1.6174
20160609 06:00,0.328486379258837,0.994443,-1.37642,1.24926,-1.72662
20160609 07:00,0.293523503358151,2.56133,-2.823,2.71472,-3.12759
20160609 08:00,0.313613565887141,3.80112,-3.3235,4.05311,-3.62126
20160609 09:00,0.350670728171685,4.41027,-3.41839,4.88479,-3.79744
20160609 10:00,0.47135411944364,4.42343,-3.29878,4.92687,-3.70583
20160609 11:00,0.468989396571424,4.47268,-3.47351,4.95309,-3.92314
20160609 12:00,0.482321893107194,4.61481,-3.53317,5.13081,-4.05067
20160609 13:00,0.582375568582235,5.23928,-3.51869,5.83978,-4.04484
20160609 14:00,0.676480148299117,5.9449,-3.8442,6.69385,-4.43197
20160609 15:00,0.647022751741033,6.5028,-4.31045,7.45092,-5.0111
20160609 16:00,0.681735205923025,7.22865,-4.49511,8.41041,-5.28896
20160609 17:00,0.7333876840437,7.37518,-4.73148,8.64016,-5.61186
20160609 18:00,0.764018562565903,7.64014,-5.27326,8.99894,-6.26919
20160609 19:00,0.778190514430104,7.62928,-5.3596,9.05998,-6.47557
20160609 20:00,0.795933251073123,8.03084,-5.32264,9.66836,-6.54848
20160609 21:00,0.814018408149946,8.18532,-5.28394,9.99226,-6.5644
20160609 22:00,0.785938818742019,8.43197,-5.536,10.3202,-6.8867
20160609 23:00,0.851416687088729,8.70645,-5.35645,10.6684,-6.69453
20160610 00:00,0.889759604033982,9.04999,-5.43681,11.1453,-6.82009
20160610 01:00,0.87485841980785,7.8695,-6.10572,9.63544,-7.58424
20160610 02:00,0.9006790852474,7.94372,-7.15203,9.77483,-8.92301
20160610 03:00,0.90255316298689,7.46024,-7.99415,9.22327,-9.98771
20160610 04:00,0.939350690140848,7.09645,-8.38327,8.7645,-10.4463
20160610 05:00,0.93326957543013,6.51517,-8.47608,7.84348,-10.3992
20160610 06:00,0.925204334989504,5.99066,-9.32802,7.19865,-11.3322
20160610 07:00,0.844641435555991,5.61377,-8.85752,6.65639,-10.7026
20160610 08:00,0.760600154715298,4.60364,-8.30757,5.34221,-9.96441
20160610 09:00,0.709646172436145,3.58774,-7.04455,4.05376,-8.2979
20160610 10:00,0.665958009911481,3.65821,-5.80005,4.06029,-6.70051
20160610 11:00,0.630062340824835,4.49909,-5.11406,5.00938,-5.90357
20160610 12:00,0.67059665827326,5.03249,-4.65105,5.57008,-5.38536
20160610 13:00,0.699466891098216,5.8283,-4.50848,6.51903,-5.27204
20160610 14:00,0.622885197587628,5.98118,-4.90836,6.77584,-5.74104
20160610 15:00,0.613776015198424,5.47775,-5.51346,6.24333,-6.46945
20160610 16:00,0.584113034660381,4.40017,-6.62071,4.99516,-7.7519
20160610 17:00,0.494287787706076,3.54385,-6.58677,3.99967,-7.74782
20160610 18:00,0.550232993429059,2.91729,-6.23408,3.29043,-7.36067
20160610 19:00,0.565746917635009,2.31456,-6.18903,2.63891,-7.394
20160610 20:00,0.555681823858773,1.42462,-6.12595,1.68435,-7.50615
20160610 21:00,0.528064557919529,0.783169,-6.10244,0.907069,-7.61553
20160610 22:00,0.455934242429634,0.00993347,-5.68431,-0.020483,-7.21861
20160610 23:00,0.187996573970053,-0.936988,-4.58983,-1.49367,-5.86414
20160611 00:00,0.321533459112936,-2.21481,-2.81682,-3.48225,-3.12476
20160611 01:00,0.400200874333982,-3.89922,-1.3054,-5.87737,-1.27041
20160611 02:00,0.341341081287167,-4.28846,-0.899569,-6.35231,-0.83125
20160611 03:00,0.283139798541053,-4.64727,-0.419372,-6.84172,-0.319617
20160611 04:00,0.127424548370345,-4.61054,0.0815792,-6.55921,0.270219
20160611 05:00,0.218094736478184,-4.53977,0.396079,-6.21059,0.658592
20160611 06:00,0.252784285342037,-4.35616,0.525212,-5.49109,0.726436
20160611 07:00,0.320831949200789,-3.9605,0.951428,-4.80404,1.16392
20160611 08:00,0.337080760029979,-3.30238,1.73605,-3.99921,1.992
20160611 09:00,0.371701929479312,-2.0869,2.29576,-2.60946,2.50858
20160611 10:00,0.203604772346636,-0.96139,2.43434,-1.42339,2.62372
20160611 11:00,0.216972350441182,0.310689,2.56869,-0.0488605,2.79879
20160611 12:00,0.233821567962306,1.9743,2.5328,1.80848,2.95226
20160611 13:00,0.186656878346364,3.62392,1.28315,3.81028,1.80594
20160611 14:00,0.108956161514453,2.85456,-0.990819,3.21318,-0.68691
20160611 15:00,0.140821122681493,1.65965,-2.89961,2.01366,-2.75074
20160611 16:00,0.295683504642111,0.94144,-3.29599,1.0997,-3.44211
20160611 17:00,0.245773526398718,0.324409,-3.56312,0.402411,-3.90301
20160611 18:00,0.235500160589677,-0.727353,-3.28959,-0.804534,-3.68952
20160611 19:00,0.171948633736612,-2.27454,-2.63998,-3.44194,-3.00721
20160611 20:00,0.22844939075766,-3.84777,-1.2625,-6.12498,-0.488252
20160611 21:00,0.252250252183643,-5.07769,0.613595,-7.64073,1.87083
20160611 22:00,0.218102976607999,-5.01207,1.33843,-7.49025,2.5652
20160611 23:00,0.168498945114452,-4.53287,1.48939,-6.63205,2.70323
20160612 00:00,0.141765423515707,-4.4629,1.63663,-6.25233,2.88731
20160612 01:00,0.197655862276776,-4.69844,0.312856,-6.56727,1.11989
20160612 02:00,0.132911314993406,-4.42118,-0.116234,-6.23599,0.577454
20160612 03:00,0.178366041096184,-4.06801,-0.28277,-5.71059,0.390153
20160612 04:00,0.242407686117484,-3.88506,0.18008,-5.37025,0.945346
20160612 05:00,0.144660610842532,-3.60632,0.62106,-4.61983,1.39436
20160612 06:00,0.0916156262294661,-3.3885,0.64329,-3.98661,1.11102
20160612 07:00,0.222605495835668,-3.43764,0.855189,-4.00891,1.16374
20160612 08:00,0.252317679611115,-3.28242,1.52292,-3.93247,1.8487
20160612 09:00,0.237572512275756,-3.55693,2.42754,-4.35704,2.82685
20160612 10:00,0.153982280169872,-3.526,3.01174,-4.44171,3.48205
20160612 11:00,0.241688721635754,-2.93633,2.97792,-3.86616,3.4208
20160612 12:00,0.577414795917349,-2.94331,2.91934,-3.88757,3.31127
20160612 13:00,0.602829999380839,-2.92508,3.6567,-3.83534,4.08821
20160612 14:00,0.607537782493278,-3.2056,4.147,-4.38311,4.79662
20160612 15:00,0.636920822155364,-3.81761,2.99617,-5.13822,3.58084
20160612 16:00,0.618751934059909,-3.03552,1.36658,-4.16732,1.79306
20160612 17:00,0.65572016974374,-2.44415,0.358497,-3.55548,0.957873
20160612 18:00,0.635213277608127,-2.71024,0.845889,-4.25996,2.02278
